,title,description,title_label,description_label
0, 엠트론 아프리카  등  한파 뚫고 신입채용 계속,이르면 내달부터 신입사원으로서 입사가 가능한 만큼  취업준비생이라면 연말 접수에 속도를 내볼 것을 추천한다  취업포털 인크루트가 이달 모집중인 주요기업 대졸신입 및 인턴 채용소식을  일 안내한다  먼저 ,1,1
1, 학과 학과 신입생 선호도 건대 화공  취업률은 경희대 앞서,대학 간 비교 시에는 졸업 후 취업률  중도탈락률  신입생 충원율 등 정량 지표를 주로 활용  객관성을 유지할 계획이다  수험생에게 어느 한 쪽으로 치우치지 않는 정보를 제공해 대학 선택에 도움을 주기 위해서다 ,1,0
2,한국공항공사  신입사원 채용   비대면 화상면접 실시,정규직 신입사원 선발을 위한   비대면 화상면접을 진행한다  이는 코로나  확산세가 지속되고 있는  얼어붙은 이때 한국공항공사가 취업준비생들에게 도움이 될 수 있도록 최선을 다할 계획 이라고 밝혔다 ,1,1
3, 대  뚫고도  년째 입사대기 제주항공 신입  명의 눈물, 는  제주항공에서 언제 부를지 모르고  고용 한파가 부는 상황에서 다시 취업 전선에 뛰어들기도 막막하다 며  지난해 비슷한 시기에 채용된 아시아나항공의 신입 인력은 입사 후 휴직으로 전환됐다  그들처럼 ,1,1
4,선문대  신입생 대상  언택트 예비 대학  운영,예비 신입생들은 교수와 선배로부터 학과 교과 과정  진로  취업 등에 대한 조언을 얻을 수 있다  또 학과 교수가 직접 참여하는 일대일 실시간 상담을 통해 입학부터 대학 생활  졸업 후 취업까지 궁금한 점을 상담받을 수 ,0,1
5,호원대 취업지원실  진로또래멘토링 수기 공모전 시상식 개최,고재선 취업지원실장 소방안전학과 교수 은  코로나 로 다양한 학교생활을 경험하지 못한 신입생들에게 많은 도움이 됐을 것이다  재학생들이 지지적인 관계를 형성하고 진로 고민을 나눌 방안을 계속해서 모색할 것 ,0,0
6, 라방  사옥투어  아바타 인증샷 빅테크  신입 환영법  독특,신종 코로나바이러스 감염증 코로나  확산이 신입사원 교육 방식도 바꾸고 있다  지난  월 이후 취업자 수가  개월 연속 줄어들 정도로 채용시장은 꽁꽁 얼어붙었지만  네이버 카카오  등 국내 주요  기업의 경우 ,0,1
7,건설업계  연말 막바지 채용 대림 서한 등 신입 경력모집  , 일 건설취업플랫폼 건설워커에 따르면 대림건설  서한  대방건설  서한  에스엠상선 건설부문 등이 채용을  대방건설이 신입 및 경력사원을 모집한다  모집부문은 관리  건축  주택 등이며  일까지 회사 채용 ,0,1
8,충남도립대 충남개발공사 취업 간담회,충남도립대학교 취창업센터는  일 충남개발공사 신입사원으로부터 공공기관 취업 성공 노하우를 배우기 위한  공공기관 취업 성공 간담회 를 개최했다고 밝혔다  이번 간담회에는 충남도립대학교 재학생  명과 ,0,0
9,국제대  대학발전위원회 신입위원 위촉장 수여식 진행,국제대가  일 교내 중회의실에서 대학발전위원회 신입위원 위촉장 수여식과 장학금 기탁식을 진행했다  국제대도 이런 감사함을 잊지 않고 지역 동반성장 파트너  전인적 취업교육 동반 대학으로 성장할 수 있도록 ,0,0
10,한뷰전  글로벌 뷰티아티스트 양성을 위한  학년도 신입생 모집, 학년도 신입생은 전원 장학금 혜택을 받고 입학한 것으로 알려져 있다  또한 전국  여개 매장을 보유하고 있는 유명프랜차이즈인 박준 뷰티랩의 박준 회장을 석좌교수로 임명해 교육연계 및 취업연계까지 진행하며 ,0,0
11,선문대 예비 신입생과 실시간 대화 나눈다 이색적인 언택트 예비대학 눈길, 일에는 학과 존의 시간으로 예비 신입생들은 학과의 교과과정  진로  취업 등에 대해 교수와 선배로부터 생생한 정보를 전달 받을 수 있다  특히 학과교수가 직접 참여하는 일대일 실시간 상담을 통해 입학에서부터 ,1,1
12, 기고 맞춤형  일학습병행  코로나 시대 취업 뽀개기,신입사원 중  년 이내 퇴사 비율은 약  에 이르며   년 이상 재직한 비율은 약   수준이다 이러한 현실 속에서 고교 재학 중 기업에 채용되어 전문학사 취득까지 선취업 후학습으로 이어지는  일학습병행 에 참여하는 ,0,1
13, 저축  대졸신입 수시채용에 비대면 화상면접 도입, 저축은행이 대졸신입 수시채용에 비대면 화상 면접 제도를 도입했다고  일 밝혔다  이번 전형은 신종  있어 취업을 준비하는 분들이 어려움을 겪고 있다 며  앞으로도 새로운 채용 시스템 도입을 통해 효율성과 ,0,1
14,국제대 대학발전위원회  신입위원 위촉장 수여식 가져,국제대가 지난  일 대학발전위원회 신입위원 위촉장 수여식  장학금 기탁식을 갖고 기념사진을 촬영하고  잊지 않고 지역 동반성장 파트너  전인적 취업교육 동반 대학으로 성장할 수 있도록 최선을 다하겠다 고 전했다 ,0,0
15, 번을 두드려도 안 열린 취업 문 그래도 취준생인 게 감사  왜 ,지난달 취업포털 인크루트가 내놓은 관련 조사 결과를 보겠습니다  국내 기업의  가 올해 대졸 신입사원을 한 명도 뽑지 않았습니다  뽑았더라도    곳 중  곳은  명 아래였습니다  두 자릿수 채용은   세자릿수 ,1,1
16,각종 시험 잇단 취소 취업준비생  혼란 ,있는 취업 준비생들이 혼란에 빠졌다 사회적 거리두기 조치에 따라 공간내  인 미만으로 수험생을 나눠  반면  기업은행은 고심 끝에  일  천 여명의 응시자를 대상으로  년 하반기 신입 행원 공채 필기시험을 ,0,1
17,  경제정책방향 청년 일자리  공공기관 신입   이상   일 경험 사업  청년 뽑는다,코로나  사태로 취업 기회마저 잃어버린 청년들을 위해 정부는 먼저 직무 경험을 한 뒤 취업으로 이어질 수 있는  고용 사다리 를 놓겠다는 취지다   일 정부가 발표한  년 경제정책방향에 따르면 청년 일 경험 ,0,1
18, 대학소식 대구공대  신입생 대상 진로특강 등,대구공업대학교 메이크업분장예술과는 신입생을 대상으로 한 진로특강을 개최했다고  일 밝혔다  이번   대구공대 취업특강 대구공업대학교 메이크업분장예술과는 학과 재학생을 대상으로 한 취업특강을 ,1,0
19,세상을  이미  바꾼  교육 장애학생 취업 돕고  마스크 재고 알리고, 소프트웨어 교육을 통해 한 명의 장애 학생이라도 더 취업시키고 싶다   특수 교사는 영광도 없고  제자도  게다가 사업체 측에서 훈련생 신입 직원 훈련용으로 제공했다는 요청을 받기도 했다  그는 단순히  로 현장 ,1,1
20, 기업 연계한 맞춤교육으로 취업률   해외 일자리 기회도   현장르포 ,이 학교가 가진 장점은 연계기업을 통한 높은 취업률과 더불어 진학 역시 가능하다는 점이다  특히 취업 후  신입사원의 경우 중국 미국 등 해외 지점 계열사에서  개월 간 해외연수 기회가 주어진다  아진산업에 ,0,1
21,용인송담대  지역청년 지원 취업 프로그램 진행,용인송담대학교 대학일자리센터는 최근 백암고등학교와 함께 대학교 비진학 학생을 대상으로  신입사원 직장예절  취업역량강화 특강을 실시했다고  일 밝혔다  이번 특강은 직장의 이해  직장생활 대화  보고 ,0,0
22,장안대   하반기 취업스킬 경진대회  개최,  하반기 취업스킬 경진대회는 신입생을 제외한  학년부터  학년까지 재학중인 학생들을 대상으로 코로나  확산으로 변화된 비대면 채용절차를 체험할 기회를 제공하고 취업 자신감을 높여 구직기술과 취업역량을 ,0,0
23,숭실대 글로벌미래교육원  지방학생 인터넷접수   면접전형 신입생 선발,학교에서는 현재 많은 수험생들이  학년도  학기 입학을 위해 지원 중이며 신입생들에게 프리미엄 교육과정을 제공하고 재학 중 현장실습  자격증 취득  취업 특강  포트폴리오 구축 등 기업들이 원하는 스펙을 갖춘 ,0,1
24,신입 경력 채용  에스엘 동우화인켐 삼양식품 잡코리아 등 ,연말을 앞두고 올해 안에 신입 및 경력직 직원을 모집하는 기업이 있어 잡코리아가 소개하고자 한다   일 취업 플랫폼 잡코리아에 따르면  에스엘  현대건설  동우화인켐  삼양식품은  신입 및 경력직 직원을 모집 ,0,0
25,현대건설  교육운영 영상제작 분야 신입 경력직 채용,현대건설이 현대건설기술교육원에서 근무할 신입 및 경력사원 채용을 진행한다   일 건설취업플랫폼 건설워커에 따르면  이번 채용의 모집분야는 교육운영관리와 영상제작관리로 나뉜다  교육운영관리 직무는 ,0,0
26,에듀윌 취업   기업은행   봉투모의고사  베스트셀러  위 유지 이해하기 쉬운 체계적인 구성이 장점 , 일   기업은행 하반기 신입행원 정규직 공채 필기시험이 취준생들의 관심을 받고 있는 가운데 종합교육기업 에듀윌 대표 박명규  취업이 선보인   하반기 에듀윌  기업은행   봉투모의고사  회  교재가 ,0,1
27,장안대   하반기 취업스킬 경진대회  개최,  하반기 취업스킬 경진대회는 신입생을 제외한  학년부터  학년까지 재학중인 학생들을 대상으로 코로나  확산으로 변화된 비대면 채용절차를 체험할 기회를 제공하고 취업 자신감을 높여 구직기술과 취업역량을 ,0,0
28,동강대 취업스킬 기업 탐방  눈길 ,앞서 동강대는 전기과 등  개과  학년 신입생을 대상으로  픽미업 아카데미 를 진행했다  학생들의 취업 목표 설정과 전략적 취업 계획 수립 방법을 안내했고 특히 지식과 기술  태도 등의 분야에서   직무역량을 ,1,1
29, 생생경제   경계성청년은 신입사원 같은사람  조금만 이해해주고 기다려주세요 , 생생경제   경계성청년은 신입사원 같은사람조금만 이해해주고 기다려주세요    김혜민  이하 김혜민  취업을 한 거네요  얼마나 일했어요    김정준   년 말부터 일했으니까  년 정도 되었다고 생각하시면 될 것 ,1,1
30,숭실사이버대  공학과  정보보안전공 취업 커리큘럼 운영 실무 중심 교육 실현,실무 중심 커리큘럼으로 사이버 보안을 책임지는 스마트 정보화 시대 인재를 배출하고 있는 숭실사이버대학교  공학과에서는  학년도  학기 신입생 및 편입생 모집을 진행하고 있다  자세한 모집요강은 학교 ,1,0
31,내년에도 취업은  흐림  전망  못 따라오는 고용지표,정부가 내년 취업자 수 증가폭이  만 명대에 그칠 것으로 전망했다  올 한 해 신종 코로나바이러스 감염증  기업 입장에서는 경영상 어려움에서 막 빠져나온 시점에 기존 직원을 복직시키면서 동시에 굳이 신입 ,1,1
32,대전신일여고  공기업 취업 명문학교로 우뚝,배출하며 취업 명문 학교의 위상을 높이고 있다  사진은 한국철도공사에 합격한 김서현  김윤희  이수현 학생 굿모닝충청 권성하 기자  대전신일여자고등학교가 년 고졸 신입사원 채용에서 한국철도공사  명 ,0,1
33, 학과 학과 경희대 수학과  서울시립대보다 취업률 높아,대학 간 비교 시에는 졸업 후 취업률  중도탈락률  신입생 충원율 등 정량 지표를 주로 활용  객관성을 유지할 계획이다  수험생에게 어느 한 쪽으로 치우치지 않는 정보를 제공해 대학 선택에 도움을 주기 ,0,0
34,취업 가뭄이라는데  토스  보험분석매니저  명 더 뽑는다,토스인슈어런스가 연말 신입 보험분석매니저  명을 더 채용하고 본격적인 사업 확정에 시동을 건다  토스인슈어런스는 올해 보험업계 경력이 없는 신입 보험분석매니저  여명을 채용했다고  일 밝혔다  이에 따라 ,1,0
35,현대차 증권 새해 신입 모셔요 ,취업포털 인크루트의 주요 기업 대졸신입 및 인턴 채용소식에 따르면 먼저 현대자동차에서 제네시스 전략지원 부문 채용전환형 인턴을 선발한다  모집분야는 해외영업 및 서비스이며  입사시 고객 케어 프로그램 ,0,1
36,중앙대학교 평생교육원  학점은행제 주말 전공 학사학위 과정 신입생 모집,취득과정 신입생을 모집 중이다  중앙대학교에 따르면  주말 학사학위 과정의 경우에 평소 관심은 있으나  취득하여 취업을 하거나 석사학위 과정을 목표로 하는 수험생들에게 적합한 과정으로 토요일 주  회 수업으로 ,1,0
37,숭실대 글로벌미래교육원 사회복지학과정   학년도 신입생 모집, 사진 숭실대학교 제공 숭실대학교 글로벌미래교육원 사회복지학과정이 수능 이후  학년도 신입생을  대학원진학  취업이 연계된다 며  대학 캠퍼스 생활  지방학생들을 위한 기숙사 제공  진로를 고민하는 ,1,1
38,취업도 장학금도  든든  강소대학 도약 박차, 충북도립대학교에 입학하는 옥천 거주 학생 모두에게  만원의 신입생 장학금을 지급하는 방안을 추진하고 있다  옥천군  옥천교육지원청과 협력해 학생들의 취업을 돕고 졸업 후 옥천에 정착해 거주하면서 결혼까지 ,0,1
39, 허쉬  황정민  신입 기자  일타 강사 로 변신 임윤아  불만 가득 ,사회에 첫발을 내디딘 초짜 인턴 이지수  정규직 취업이라는 현실의 높은 벽을 실감하며 인턴을 돌고 돌았던 오수연  매일한국에 입성한 두 사람이 한준혁과 만나 어떤 이야기를 풀어낼지 첫 방송을 더욱 기다리게 만든다 ,1,1
40,취업  결혼  내집마련 미완에 그친 올해의  버킷리스트 는,취업 신입 과 이직 직장인 이 올해의 목표 양대산맥에 꼽혔고  이어서 금연 및 다이어트 등 건강관리  어학 및 자격증 취득  로또 및 복권당첨  저축 또는 주식투자  내 집 마련  연애 및 ,1,1
41,충남인력개발원  디지털 뉴딜사업  차 산업 신입생 모집,충남인력개발원이 디지털  차 산업분야 뉴딜사업 일환으로 고용노동부가 주관한 년 전반기 신입생  충청권에 취업으로 지역에서 맹활약을 보인다  이어 여 명의 재직근로자의 직무능력향상교육을 ,0,0
42, 결산  채용  코로나에  꽁꽁 기업  곳중  곳만 올해 신입사원 뽑아,취업포털 인크루트가 최근 기업  곳을 대상으로  년 신입채용 결산조사를 한 결과  올 한해 신입사원을 뽑은 기업 비율이 전년대비  분의  가량 줄었다  조사결과  년 대졸신입 직원을  명이라도 채용했는지 ,1,1
43,광주대 식품영양학과  가족회사 학생취업 지원,이번 협약을 통해 신입사원 특별면접을 진행  졸업생  명과 졸업예정자  명 등 총  명이 포프리에 취업하는 성과를 이뤄냈다  또 취업 연계형 인턴십과 현장실습 등 기업에 필요한 우수한 인재를 양성하기 위해 다양한 교육 ,1,1
44,한국 직업전문학교 웹툰학과   학년도 신입생 모집 웹툰작가 양성,사진제공  한국 직업전문학교 수능 이후 한국 직업전문학교 웹툰학과가  학년도 신입생을 모집하고  기업으로 취업을 지원하고 있다 고 말했다  한편  한국 직업전문학교는 취업에 맞춘 커리큘럼을 바탕으로 ,1,1
45,취업에 강한 폴리텍 김제캠퍼스  전북 폴리텍으로 재도약,오는  일까지 신입생을 모집중인데 지난해에는  대   을 기록했다  학령인구 감소와 마이스터고 및 특성화고의 선취업으로 예전보다는 다소 낮아졌지만 높은 취업률과 이를 뒷받침하는 교육환경에 대한 기대감이 ,1,0
46,  취업패키지 활용해 장애인 채용에 앞장, 일 전북혁신도시   본사에서 임용장 수여식 후  왼쪽에서 세 번째  오애리   경영이사와 신입직원들이 기념촬영을 하고 있다   사진제공 한국국토정보공사   한국국토정보공사 이하  가 장애인 취업지원 제도를 ,0,0
47,광주대 식품영양학과  가족회사 활용 학생취업 지원, 일 광주대에 따르면 식품영양학과는  농업회사법인 포프리와 산학협력 가족회사 업무협약을 체결했으며  이번 협약을 통해 신입사원 특별면접을 진행해 졸업생  명과 졸업예정자  명 등 총  명이 포프리에 취업하게 ,1,1
48,수능 후 숭실대 글로벌미래교육원  학년도 신입생 선발,현재 많은 고  수험생들이  학년도  학기 입학을 위해 지원 중이며 신입생들에게 프리미엄 교육과정을 제공하고 재학 중 현장실습  자격증 취득  취업 특강  포트폴리오 구축 등 기업들이 원하는 스펙을 갖춘 전문 ,1,1
49,대구한의대  정부 지원사업  관왕 취업 창업 전폭 지원,이를 통해 대구한의대는 학생을 위한 교육의 질 향상과 취업 역량을 한층 강화하는 데 주력하고 있다  대학수학능력시험 백분위 평균이 최상위권인 신입생에게는 등록금 전액을 장학금으로 지급하는 것을 비롯해 ,1,1
50, 취업잘되는학과  인기 속  아세아항공직업전문학교 비파괴검사 주목,기업에서는 신입 및 경력사원 채용 시 아세아항공직업전문학교 비파괴검사 출신의 선호도가 높은 것으로 나타나고 있다  아세아항공직업전문학교의 비파괴검사에서는 매년 취업박람회 및 캠퍼스리쿠르팅 행사를 ,1,1
51, 년 한경 대학 취업 창업 평가  육근열 연암대 총장  만평 캠퍼스를 거대한 실습장으로 활용해 영농 인재 양성 중이죠 ,신입생 충원율과 취업률 지표에도 긍정적인 효과로 나타나고 있다  신입생 충원율의 경우  학년도  년 동안  를 달성했다  취업률도 꾸준히 상승하고 있어  년  월 대학정보공시 기준 취업률  를 ,1,1
52,항공정비 전문가 양성 한국에어텍  학년도 신입생 모집,항공정비 전문가를 양성하는 한국에어텍항공직업전문학교 이하 한국에어텍 가  학년도 신입생 모집을  상담과 취업지원을 하고 있다  또한 수준별 맞춤 토익 특강과 실전 면접진행 등 취업 중심의 커리큘럼을 ,1,0
53, 비대면 취업지원 시스템으로  코로나 취업난  이겨냈어요 ,청년드림대학과 일자리운영센터 운영 대학 가운데 진로지도 및 취업 창업 지원을 잘한 곳을 베스트  예비 신입생 오리엔테이션을 연 경기대는 난관에 부딪혔다   일간 전공별 직무를 소개하고 대학생활 설계를 돕는 ,1,0
54,토스 넷마블의 보안인력 채용  핀테크 게임 분야 취업 노려라,신입만 채용하는 기업은  곳이며  신입과 경력직을 함께 채용하거나 경력에 상관없이 인력을 채용하는 기업은  곳이다  또한  현장에 바로 투입될 수 있는 경력직을 채용하는 기업은  곳이다  김포시청은 김포시 ,0,1
55, 탄력정원제 맞춤형 취업 전략으로 위기 극복 ,취업률 상승이 학교 이미지 개선은 물론 우수 신입생 유치에도 영향을 준다는 판단에서다  강원대는 최근  개월 동안  여개 기업의 일자리를 발굴   차례에 이르는 취업상담을 진행했다  그 결과 코로나  한파 ,0,1
56,올해 신입사원 합격스펙  평균  졸업학점   점 토익점수   점,잡코리아는 올해 신입직 취업에 성공한  년대졸 학력의 신입사원의  합격스펙 을 조사한 결과를 공개했다  자료에 따르면  매년 증가 추세를 보이던  인턴경험  과  자격증 취득  비율은 감소하고 ,0,0
57,  새해 신입인재 모셔요 현대차   증권 등 대졸신입 인턴 채용,취업포털 인크루트 대표 서미영 의 주요 기업 대졸신입 및 인턴 채용소식에 따르면  먼저 현대자동차에서 제네시스 전략지원 부문 채용전환형 인턴을 선발한다  모집분야는 해외영업 및 서비스이며  입사시 고객 케어 ,1,1
58,수능 후 한국과학기술직업전문학교  학년도 신입생 선발,면접전형으로 신입생을 선발 중이다  과기전 관계자는  항공정비 단일과정을 운영하며 항공정비사 취업에 있어 가장 중요한 면장 취득에 유리한 실습이 진행되고 있으며 실제로 본교의 항공정비사 면장  항공산업기사 등 ,1,0
59, 조기취업형 계약학과   개 대학  참여기업 모집 실무형 우수인재 키운다,학사급 실무형 우수인재 조기 확보 및 신입사원 교육 비용 절감 교육부 부총리 겸 교육부장관 유은혜 와 한국산업기술진흥원 원장 석영철 이 주관하고 있는  조기취업형 계약학과 선도대학 육성사업 에 참여하는  개 ,1,0
60,올해 버킷리스트 달성률  취업  이직  내 집 마련  결혼 못해,취업 신입 과 이직 직장인 에 이어서 금연 및 다이어트 등 건강관리  어학 및 자격증 취득  로또 및 복권당첨  저축 또는 주식투자  내 집 마련  연애 및 결혼  독서  등의 ,0,1
61,호텔취업꿀팁부터 실무과정을 한눈에  메이필드 유튜브채널,현장 취업에 대한 정보를 생동감 있게 제공한다고 밝혔다  유튜브 채널에서는 호텔관광경영  호텔조리  메이필드호텔스쿨 입학홍보팀 관계자는  많은 사람들이 보는 유튜브를 통해 예비 신입생들에게는 직업과 진학에 ,0,1
62,호텔취업꿀팁부터 실무과정을 한눈에  메이필드 유튜브채널,현장 취업에 대한 정보를 생동감 있게 제공한다고 밝혔다  유튜브 채널에서는 호텔관광경영  호텔조리  메이필드호텔스쿨 입학홍보팀 관계자는  많은 사람들이 보는 유튜브를 통해 예비 신입생들에게는 직업과 진학에 ,0,1
63,올해 신입사원 스펙  인턴  보다  영어말하기  늘어,잡코리아는 올해 신입직 취업에 성공한  년대졸 신입사원  명의  합격스펙 을 조사한 결과 이같이 나타났다고  일 밝혔다  잡코리아는 해년 한 해 동안  대 기업에 입사한 신입사원의 합격스펙을 수집해 스펙 ,1,1
64, 저축은행 대졸신입 채용 비대면 화상면접 실시, 저축은행이 코로나  확산 방지를 위해 대졸신입 수시채용 과정에서 비대면 화상 면접 제도를 도입한다   저축은행 관계자는  코로나 로 인해 많은 기업들이 채용을 중단하거나 취소하는 상황이 잦아 취업준비생 ,1,0
65,호텔학교 한호전 맞춤형 취업 커리큘럼 눈길  글로벌 호텔리어 전문가 양성,제공함으로서 취업에 있어 엉청난 어드벤티지를 갖게 될 수 있다고 전했다  또한 호텔학교 한호전을 대표하는 호텔   시스템 교육이 신입생 및 학부모들 사이에서 크게 주목받고 있다  며   시스템은 ,1,1
66, 전 기  세 신입사원의 취업분투기, 년생도 취업이 힘든데  년생을 누가 뽑겠다는 생각을 하겠냐며 이제 편히 손자랑 놀면서 사시라고   세의 신입사원 조응연씨다   전 기의 조응연씨가 출근한 곳은  한국토지주택공사  시흥권주거복지지사이다 ,0,1
67, 기업은행  코로나  사태 속 전국  명 신입행원 시험 강행 수험생 시험 연기  청와대 청원 ,예정된 신입행원 필기시험을 강행 할 것으로 보여 수험생들이  차 감염 우려의 불안 속에 시험연기를  그는 이어  저는 취업을 하고 싶지만  코로나에 걸리고싶진 않습니다  하지만 을의 입장인 취준생이기에 ,0,0
68,한뷰전  박준 석좌교수 취임 및  학년도 신입생 모집,예비 신입생들의 많은 관심을 받고 있다  또한 지난  월  일 박준뷰티랩   박준 대표가 석좌교수로 취임을  과정과 취업을 지원해 학생들이 실무중심 교육을 통해 뷰티 전문가로 양성할 수 있게 지원하겠다 고 전했다 ,1,1
69, 신입사원 취업연령 갈수록 높아져 ,한편 취업에 성공한 신입사원이 퇴사를 결심하는 기간은 입사 후  개월 전후인 것으로 나타났다  취업포털 인크루트는 입사  년차 미만 신입사원  명을 대상으로 퇴사결심 시기 및 이유에 대해 조사한 결과  ,0,0
70,일본 인사담당자에게 듣는 일본  기업 취업 전략,일본 학생들은 취업을 위해 신졸 대학졸업 후 신입사원으로 입사하는 경우를 가리키는 말  대상 취업활동 사이트에 등록하는 경우가 대부분입니다  잘 알려진 매체로는 마이나비  리쿠나비   캠퍼스   ,0,0
71,충주상고  취업 불황 속   화상 면접 프로그램  눈길 ,취업환경 변화에 적응해 가고 있다 라며  학교 교육 프로그램도 시대의 변화에 적응해 취업의 결실을 기대하고 있다 라고 말했다  충주상고는 올해 신입생 모집에서 도내 최고의 경쟁률을 기록했다   공감언론 뉴시스,0,1
72,충주상고  코로나 취업불황  비대면   화상면접 으로 이겨낸다,이와 함께 면접 스피치와 이미지메이킹 특강   분 자기소개 등 다양한 프로그램으로 취업률 향상을 위해 노력하고 있다  충주상고는 올해 신입생 모집에서도 충북 도내 최고의 경쟁률을 기록했다  김영교 교장은  학교 ,1,1
73, 예비 유니콘에 취업하는 것은 어떨까 , 예비 유니콘에 취업하는 것은 어떨까  이른바  로켓 신화 를 일군 스타트업들이 공격적으로 인재  밀키트 시장 업계  위 기업인  프레시지 가 신입 및 경력 사원을 모집하고 있다  모집 부문은 ,1,0
74,고려직업전문학교   학년도 신입생 선발  취업 지원,졸업 후 전공에 따라  년제와  년제 학력이 동등하게 인정되지만 내신  수능성적 반영 없이 오로지   면접전형으로 신입생을 선발하고 있다  고려전은 모든 학생들이 취업을 지원받아 볼 수 있는 취업책임제도를 ,0,1
75, 년 한경 대학 취업 창업 평가  창업생태계 조성 광운대   첫 종합  위   계단 상승, 창업전용공간규모  위  학생당 창업지원액  위   한경 취업 창업 대학평가 에서 광운대가 국내  소프트웨어  융합대학 설립  핵심인재 양성 광운대 신입생은 전공에 상관없이 소프트웨어 소양 교육 ,1,1
76,코로나로 얼어붙은 취업시장  영어 활용 능력을 갖추기 위한 미국 유학 주목,언제 풀릴지 모르는 상황에서 취업난이 날이 갈수록 심해지는 가운데 외국어 실력  특히 영어 활용 능력을 기르고자 미국대학교로 편입을 하거나 신입학을 노리는 학생들이 많아지고 있다  스펙 쌓기 경쟁이 치열해진 ,0,1
77,글로벌 뷰티인재 양성을 위한 한뷰전 뷰티미용학과 신입생 모집, 학년도 신입생 모집을 진행한다고 밝혔다  한뷰전은  년 설립된 한국호텔관광교육재단이 운영하고 있는  각 전공별 특성화교육을 통해 현장실무기술을 배울 수 있도록 교육하는 과정으로 빠른 취업을 목표로 하는 ,0,1
78,서울 특성화고  곳  내년도 신입생  만 명 모집,한편 최근 특성화고가 취업률 하락과 신입생 미달 등으로 위기를 맞자 다양한 타개책들이 마련되고 있다  국회 교육위 소속 정청래 더불어민주당 의원이 교육부에서 받아 분석한 자료에 따르면 직업계고 취업률은 ,0,0
79,올해 신입사원 합격스펙  인턴경험  줄고  영어말하기  늘어 ,취업 성공  위 플랫폼 잡코리아가 올해 신입직 취업에 성공한  년대졸 학력의 신입사원  명의  합격스펙 을 조사한 결과 이같이 나타났다  잡코리아는 매년 한 해 동안  대 기업에 입사한 신입사원의 ,1,1
80,    뉴스쿨 신입생 모집 청년 직업 자립 프로그램  교육비 무료 , 대 청년 대상 직업교육 프로그램인   뉴스쿨이  일까지  학년 신입생  명을 모집한다  학력이나  시기지만  내년에도  대 청년들이   뉴스쿨을 통해 취업하며 건강한 사회 구성원으로 자립하길 바란다 고 말했다 ,0,1
